chr1,6221192,6235972,5221192,7235972,ENSG00000116237.17,ICMT,-,protein_coding
chr1,6244178,6245578,5244178,7245578,ENSG00000173673.9,HES3,+,protein_coding
chr1,6247346,6261098,5247346,7261098,ENSG00000158292.8,GPR153,-,protein_coding
chr1,6264267,6393767,5264267,7393767,ENSG00000097021.22,ACOT7,-,protein_coding
chr1,6412417,6424690,5412417,7424690,ENSG00000069812.12,HES2,-,protein_coding
chr1,6424775,6461367,5424775,7461367,ENSG00000187017.18,ESPN,+,protein_coding
chr1,6460785,6466181,5460785,7466181,ENSG00000215788.12,TNFRSF25,-,protein_coding
chr1,6467121,6520074,5467121,7520074,ENSG00000171680.24,PLEKHG5,-,protein_coding
chr1,6521346,6554536,5521346,7554536,ENSG00000162408.12,NOL9,-,protein_coding
chr1,6555306,6579755,5555306,7579755,ENSG00000173662.21,TAS1R1,+,protein_coding
chr1,6579993,6589280,5579993,7589280,ENSG00000204859.14,ZBTB48,+,protein_coding
chr1,6590723,6614607,5590723,7614607,ENSG00000162413.17,KLHL21,-,protein_coding
chr1,6613730,6624030,5613730,7624030,ENSG00000116273.7,PHF13,+,protein_coding
chr1,6624844,6635586,5624844,7635586,ENSG00000041988.17,THAP3,+,protein_coding
chr1,6634167,6701924,5634167,7701924,ENSG00000007923.18,DNAJC11,-,protein_coding
chr1,6785453,7769706,5785453,8769706,ENSG00000171735.21,CAMTA1,+,protein_coding
chr1,7771295,7781432,6771295,8781432,ENSG00000049245.13,VAMP3,+,protein_coding
chr1,7784290,7845181,6784290,8845181,ENSG00000049246.16,PER3,+,protein_coding
chr1,7843082,7853512,6843082,8853512,ENSG00000049247.14,UTS2,-,protein_coding
chr1,7915870,7943165,6915870,8943165,ENSG00000049249.11,TNFRSF9,-,protein_coding
chr1,7954263,7985505,6954263,8985505,ENSG00000116288.14,PARK7,+,protein_coding
chr1,8004403,8026312,7004403,9026312,ENSG00000116285.14,ERRFI1,-,protein_coding
chr1,8318103,8344167,7318103,9344167,ENSG00000162426.17,SLC45A1,+,protein_coding
chr1,8352396,8848921,7352396,9848921,ENSG00000142599.21,RERE,-,protein_coding
chr1,8860976,8879289,7860976,9879289,ENSG00000074800.17,ENO1,-,protein_coding
chr1,8945866,8975092,7945866,9975092,ENSG00000131686.15,CA6,+,protein_coding
chr1,9002972,9026423,8002972,10026423,ENSG00000197241.4,SLC2A7,-,protein_coding
chr1,9035105,9088478,8035105,10088478,ENSG00000142583.19,SLC2A5,-,protein_coding
chr1,9100304,9129122,8100304,10129122,ENSG00000180758.13,GPR157,-,protein_coding
chr1,9234773,9271337,8234773,10271337,ENSG00000049239.14,H6PD,+,protein_coding
chr1,9292100,9369532,8292100,10369532,ENSG00000171621.15,SPSB1,+,protein_coding
chr1,9539464,9585173,8539464,10585173,ENSG00000171612.8,SLC25A33,+,protein_coding
chr1,9588720,9614877,8588720,10614877,ENSG00000188807.14,TMEM201,+,protein_coding
chr1,9629888,9730117,8629888,10730117,ENSG00000171608.19,PIK3CD,+,protein_coding
chr1,9728925,9823993,8728925,10823993,ENSG00000171603.19,CLSTN1,-,protein_coding
chr1,9848268,9910368,8848268,10910368,ENSG00000178585.16,CTNNBIP1,-,protein_coding
chr1,9922112,9943407,8922112,10943407,ENSG00000162441.13,LZIC,-,protein_coding
chr1,9943427,9985501,8943427,10985501,ENSG00000173614.15,NMNAT1,+,protein_coding
chr1,9997053,10016021,8997053,11016021,ENSG00000162444.13,RBP7,+,protein_coding
chr1,10032831,10181244,9032831,11181244,ENSG00000130939.21,UBE4B,+,protein_coding
chr1,10210532,10381606,9210532,11381606,ENSG00000054523.21,KIF1B,+,protein_coding
chr1,10398591,10420511,9398591,11420511,ENSG00000142657.22,PGD,+,protein_coding
chr1,10430101,10452153,9430101,11452153,ENSG00000251503.8,CENPS-CORT,+,protein_coding
chr1,10430432,10442808,9430432,11442808,ENSG00000175279.22,CENPS,+,protein_coding
chr1,10450030,10451998,9450030,11451998,ENSG00000241563.4,CORT,+,protein_coding
chr1,10456521,10472549,9456521,11472549,ENSG00000160049.13,DFFA,-,protein_coding
chr1,10472287,10630758,9472287,11630758,ENSG00000142655.14,PEX14,+,protein_coding
chr1,10636603,10796650,9636603,11796650,ENSG00000130940.15,CASZ1,-,protein_coding
chr1,10946470,10982076,9946470,11982076,ENSG00000175262.15,CIROZ,-,protein_coding
chr1,11012343,11030528,10012343,12030528,ENSG00000120948.20,TARDBP,+,protein_coding
chr1,11022008,11047241,10022008,12047241,ENSG00000009724.19,MASP2,-,protein_coding
chr1,11054583,11060053,10054583,12060053,ENSG00000116649.11,SRM,-,protein_coding
chr1,11066612,11099898,10066612,12099898,ENSG00000171824.15,EXOSC10,-,protein_coding
chr1,11106530,11262556,10106530,12262556,ENSG00000198793.15,MTOR,-,protein_coding
chr1,11189354,11195981,10189354,12195981,ENSG00000171819.5,ANGPTL7,+,protein_coding
chr1,11273197,11296049,10273197,12296049,ENSG00000120942.14,UBIAD1,+,protein_coding
chr1,11478904,11537583,10478904,12537583,ENSG00000204624.9,DISP3,+,protein_coding
chr1,11637017,11655785,10637017,12655785,ENSG00000116661.12,FBXO2,-,protein_coding
chr1,11650617,11663327,10650617,12663327,ENSG00000132879.15,FBXO44,+,protein_coding
chr1,11657229,11692605,10657229,12692605,ENSG00000116670.18,MAD2L2,-,protein_coding
chr1,11664188,11674354,10664188,12674354,ENSG00000116663.12,FBXO6,+,protein_coding
chr1,11690957,11725857,10690957,12725857,ENSG00000162490.8,DRAXIN,+,protein_coding
chr1,11736083,11754802,10736083,12754802,ENSG00000177674.17,AGTRAP,+,protein_coding
chr1,11761786,11789585,10761786,12789585,ENSG00000215910.8,C1orf167,+,protein_coding
chr1,11785722,11806455,10785722,12806455,ENSG00000177000.14,MTHFR,-,protein_coding
chr1,11806095,11848079,10806095,12848079,ENSG00000011021.24,CLCN6,+,protein_coding
chr1,11845708,11848345,10845708,12848345,ENSG00000175206.12,NPPA,-,protein_coding
chr1,11857463,11858976,10857463,12858976,ENSG00000120937.10,NPPB,-,protein_coding
chr1,11919590,11926428,10919590,12926428,ENSG00000116685.18,KIAA2013,-,protein_coding
chr1,11934204,11975542,10934204,12975542,ENSG00000083444.18,PLOD1,+,protein_coding
chr1,11980180,12015211,10980180,13015211,ENSG00000116688.19,MFN2,+,protein_coding
chr1,12019465,12032046,11019465,13032046,ENSG00000116691.12,MIIP,+,protein_coding
chr1,12063302,12144207,11063302,13144207,ENSG00000120949.15,TNFRSF8,+,protein_coding
chr1,12166976,12209228,11166976,13209228,ENSG00000028137.20,TNFRSF1B,+,protein_coding
chr1,12230029,12512047,11230029,13512047,ENSG00000048707.15,VPS13D,+,protein_coding
chr1,12567908,12620133,11567908,13620133,ENSG00000162496.11,DHRS3,-,protein_coding
chr1,12644084,12667076,11644084,13667076,ENSG00000204518.3,AADACL4,+,protein_coding
chr1,12716109,12728760,11716109,13728760,ENSG00000188984.12,AADACL3,+,protein_coding
chr1,12746199,12763699,11746199,13763699,ENSG00000157330.10,CFAP107,+,protein_coding
chr1,12773737,12777906,11773737,13777906,ENSG00000116726.5,PRAMEF12,+,protein_coding
chr1,12791396,12796628,11791396,13796628,ENSG00000116721.9,PRAMEF1,+,protein_coding
chr1,12824604,12831410,11824604,13831410,ENSG00000239810.3,PRAMEF11,-,protein_coding
chr1,12847376,12848720,11847376,13848720,ENSG00000179172.10,HNRNPCL1,-,protein_coding
chr1,12857085,12861909,11857085,13861909,ENSG00000120952.4,PRAMEF2,+,protein_coding
chr1,12879211,12886201,11879211,13886201,ENSG00000243073.4,PRAMEF4,-,protein_coding
chr1,12892249,12898270,11892249,13898270,ENSG00000187545.6,PRAMEF10,-,protein_coding
chr1,12916609,12920751,11916609,13920751,ENSG00000204510.6,PRAMEF7,+,protein_coding
chr1,12938471,12947580,11938471,13947580,ENSG00000232423.6,PRAMEF6,-,protein_coding
chr1,13049475,13056575,12049475,14056575,ENSG00000274764.6,PRAMEF27,-,protein_coding
chr1,13060768,13062878,12060768,14062878,ENSG00000277058.3,HNRNPCL3,+,protein_coding
chr1,13068676,13077884,12068676,14077884,ENSG00000229571.7,PRAMEF25,+,protein_coding
chr1,13115487,13116854,12115487,14116854,ENSG00000275774.3,HNRNPCL2,-,protein_coding
chr1,13148904,13158116,12148904,14158116,ENSG00000280267.7,PRAMEF26,-,protein_coding
chr1,13163913,13165631,12163913,14165631,ENSG00000179412.11,HNRNPCL4,-,protein_coding
chr1,13171847,13179459,12171847,14179459,ENSG00000204505.5,PRAMEF9,+,protein_coding
chr1,13196187,13201409,12196187,14201409,ENSG00000279169.3,PRAMEF13,-,protein_coding
chr1,13222694,13226154,12222694,14226154,ENSG00000279804.3,PRAMEF18,-,protein_coding
chr1,13254197,13263435,12254197,14263435,ENSG00000270601.5,PRAMEF5,+,protein_coding
chr1,13281303,13285137,12281303,14285137,ENSG00000182330.11,PRAMEF8,-,protein_coding
chr1,13303538,13308907,12303538,14308907,ENSG00000237700.2,PRAMEF33,+,protein_coding
chr1,13315580,13322598,12315580,14322598,ENSG00000204501.7,PRAMEF15,+,protein_coding
chr1,13341891,13347134,12341891,14347134,ENSG00000204481.8,PRAMEF14,-,protein_coding
chr1,13368430,13371947,12368430,14371947,ENSG00000204480.9,PRAMEF19,-,protein_coding
chr1,13389631,13392629,12389631,14392629,ENSG00000204479.4,PRAMEF17,+,protein_coding
chr1,13410449,13421328,12410449,14421328,ENSG00000204478.11,PRAMEF20,+,protein_coding
chr1,13474972,13514003,12474972,14514003,ENSG00000162494.6,LRRC38,-,protein_coding
chr1,13583464,13617957,12583464,14617957,ENSG00000162493.18,PDPN,+,protein_coding
chr1,13700187,13825079,12700187,14825079,ENSG00000116731.23,PRDM2,+,protein_coding
chr1,13892791,15118043,12892791,16118043,ENSG00000189337.17,KAZN,+,protein_coding
chr1,15152497,15220484,14152497,16220484,ENSG00000171729.15,TMEM51,+,protein_coding
chr1,15236520,15400283,14236520,16400283,ENSG00000142621.22,FHAD1,+,protein_coding
chr1,15409848,15430339,14409848,16430339,ENSG00000142634.14,EFHD2,+,protein_coding
chr1,15438441,15449242,14438441,16449242,ENSG00000162438.12,CTRC,+,protein_coding
chr1,15456727,15472091,14456727,16472091,ENSG00000142615.9,CELA2A,+,protein_coding
chr1,15465908,15491395,14465908,16491395,ENSG00000215704.10,CELA2B,+,protein_coding
chr1,15490831,15526534,14490831,16526534,ENSG00000132906.19,CASP9,-,protein_coding
chr1,15526812,15592379,14526812,16592379,ENSG00000116138.14,DNAJC16,+,protein_coding
chr1,15571698,15585078,14571698,16585078,ENSG00000116771.7,AGMAT,-,protein_coding
chr1,15617457,15669044,14617457,16669044,ENSG00000197312.13,DDI2,+,protein_coding
chr1,15659712,15662033,14659712,16662033,ENSG00000215695.2,RSC1A1,+,protein_coding
chr1,15681460,15734769,14681460,16734769,ENSG00000116786.16,PLEKHM2,+,protein_coding
chr1,15736175,15741392,14736175,16741392,ENSG00000162461.9,SLC25A34,+,protein_coding
chr1,15742498,15747982,14742498,16747982,ENSG00000162460.8,TMEM82,+,protein_coding
chr1,15756603,15786594,14756603,16786594,ENSG00000162458.14,FBLIM1,+,protein_coding
chr1,15807168,15809348,14807168,16809348,ENSG00000233954.7,UQCRHL,-,protein_coding
chr1,15836094,15940456,14836094,16940456,ENSG00000065526.13,SPEN,+,protein_coding
chr1,15940402,15976132,14940402,16976132,ENSG00000116809.13,ZBTB17,-,protein_coding
chr1,16004235,16008807,15004235,17008807,ENSG00000183888.4,SRARP,+,protein_coding
chr1,16014027,16020597,15014027,17020597,ENSG00000173641.19,HSPB7,-,protein_coding
chr1,16018145,16034109,15018145,17034109,ENSG00000186510.13,CLCNKA,+,protein_coding
chr1,16040251,16057367,15040251,17057367,ENSG00000184908.21,CLCNKB,+,protein_coding
chr1,16057768,16073651,15057768,17073651,ENSG00000185519.10,FAM131C,-,protein_coding
chr1,16124336,16156069,15124336,17156069,ENSG00000142627.14,EPHA2,-,protein_coding
chr1,16197853,16212893,15197853,17212893,ENSG00000142632.18,ARHGEF19,-,protein_coding
chr1,16231691,16237183,15231691,17237183,ENSG00000132881.13,CPLANE2,-,protein_coding
chr1,16246839,16352487,15246839,17352487,ENSG00000037637.12,FBXO42,-,protein_coding
chr1,16352574,16398147,15352574,17398147,ENSG00000055070.18,SZRD1,+,protein_coding
chr1,16387116,16437424,15387116,17437424,ENSG00000187144.11,SPATA21,-,protein_coding
chr1,16440706,16460081,15440706,17460081,ENSG00000157191.21,NECAP2,+,protein_coding
chr1,16562318,16613562,15562318,17613562,ENSG00000219481.11,NBPF1,-,protein_coding
chr1,16740272,16972964,15740272,17972964,ENSG00000058453.18,CROCC,+,protein_coding
chr1,16974497,16981616,15974497,17981616,ENSG00000117122.15,MFAP2,-,protein_coding
chr1,16985957,17011928,15985957,18011928,ENSG00000159363.19,ATP13A2,-,protein_coding
chr1,17005067,17011757,16005067,18011757,ENSG00000288636.1,ENSG00000288636,-,protein_coding
chr1,17018663,17054151,16018663,18054151,ENSG00000117118.13,SDHB,-,protein_coding
chr1,17066760,17119459,16066760,18119459,ENSG00000117115.14,PADI2,-,protein_coding
chr1,17205127,17246007,16205127,18246007,ENSG00000142623.11,PADI1,+,protein_coding
chr1,17249097,17284233,16249097,18284233,ENSG00000142619.4,PADI3,+,protein_coding
chr1,17308194,17364004,16308194,18364004,ENSG00000159339.13,PADI4,+,protein_coding
chr1,17372195,17401699,16372195,18401699,ENSG00000276747.1,PADI6,+,protein_coding
chr1,17406754,17439772,16406754,18439772,ENSG00000179051.15,RCC2,-,protein_coding
chr1,17539367,17697876,16539367,18697876,ENSG00000074964.18,ARHGEF10L,+,protein_coding
chr1,17755332,17827063,16755332,18827063,ENSG00000117148.9,ACTL8,+,protein_coding
chr1,18107709,18378483,17107709,19378483,ENSG00000117154.13,IGSF21,+,protein_coding
chr1,18480929,18485974,17480929,19485974,ENSG00000179023.9,KLHDC7A,+,protein_coding
chr1,18630845,18748876,17630845,19748876,ENSG00000009709.14,PAX7,+,protein_coding
chr1,18839598,18859660,17839598,19859660,ENSG00000179002.6,TAS1R2,-,protein_coding
chr1,18871424,18902799,17871424,19902799,ENSG00000159423.18,ALDH4A1,-,protein_coding
chr1,18904279,18956676,17904279,19956676,ENSG00000169991.12,IFFO2,-,protein_coding
chr1,19074509,19210266,18074509,20210266,ENSG00000127481.15,UBR4,-,protein_coding
chr1,19215659,19251552,18215659,20251552,ENSG00000127463.17,EMC1,-,protein_coding
chr1,19251795,19260128,18251795,20260128,ENSG00000053372.6,MRTO4,+,protein_coding
chr1,19265981,19274194,18265981,20274194,ENSG00000211454.16,AKR7L,-,protein_coding
chr1,19282495,19288823,18282495,20288823,ENSG00000162482.6,AKR7A3,-,protein_coding
chr1,19301990,19312144,18301990,20312144,ENSG00000053371.14,AKR7A2,-,protein_coding
chr1,19312283,19329300,18312283,20329300,ENSG00000040487.14,SLC66A1,+,protein_coding
chr1,19338774,19485600,18338774,20485600,ENSG00000077549.20,CAPZB,-,protein_coding
chr1,19484402,19629821,18484402,20629821,ENSG00000173436.16,MICOS10,+,protein_coding
chr1,19596978,19658456,18596978,20658456,ENSG00000158747.16,NBL1,+,protein_coding
chr1,19597066,19656927,18597066,20656927,ENSG00000270136.6,MICOS10-NBL1,+,protein_coding
chr1,19664874,19680966,18664874,20680966,ENSG00000158748.4,HTR6,+,protein_coding
chr1,19682206,19800500,18682206,20800500,ENSG00000162542.15,TMCO4,-,protein_coding
chr1,19814028,19815283,18814028,20815283,ENSG00000178828.7,RNF186,-,protein_coding
chr1,19882394,19912945,18882394,20912945,ENSG00000169914.7,OTUD3,+,protein_coding
chr1,19920008,19923617,18920008,20923617,ENSG00000188784.4,PLA2G2E,-,protein_coding
chr1,19975430,19980462,18975430,20980462,ENSG00000188257.13,PLA2G2A,-,protein_coding
chr1,20028178,20091911,19028178,21091911,ENSG00000127472.12,PLA2G5,+,protein_coding
chr1,20111938,20119566,19111938,21119566,ENSG00000117215.15,PLA2G2D,-,protein_coding
chr1,20139322,20150381,19139322,21150381,ENSG00000158786.5,PLA2G2F,+,protein_coding
chr1,20161252,20186518,19161252,21186518,ENSG00000187980.7,PLA2G2C,-,protein_coding
chr1,20183292,20196050,19183292,21196050,ENSG00000162543.7,UBXN10,+,protein_coding
chr1,20290874,20359534,19290874,21359534,ENSG00000158816.17,VWA5B1,+,protein_coding
chr1,20482390,20486210,19482390,21486210,ENSG00000162545.7,CAMK2N1,-,protein_coding
chr1,20499444,20508151,19499444,21508151,ENSG00000090432.8,MUL1,-,protein_coding
chr1,20552572,20555020,19552572,21555020,ENSG00000183114.8,FAM43B,+,protein_coding
chr1,20588931,20618908,19588931,21618908,ENSG00000158825.7,CDA,+,protein_coding
chr1,20633457,20651511,19633457,21651511,ENSG00000158828.9,PINK1,+,protein_coding
chr1,20651766,20661544,19651766,21661544,ENSG00000244038.11,DDOST,-,protein_coding
chr1,20664010,20718017,19664010,21718017,ENSG00000117245.14,KIF17,-,protein_coding
chr1,20719723,20732837,19719723,21732837,ENSG00000189410.13,SH2D5,-,protein_coding
chr1,20739094,20787323,19739094,21787323,ENSG00000127483.21,HP1BP3,-,protein_coding
chr1,20806291,21177285,19806291,22177285,ENSG00000075151.24,EIF4G3,-,protein_coding
chr1,21217246,21345572,20217246,22345572,ENSG00000117298.16,ECE1,-,protein_coding
chr1,21440098,21485005,20440098,22485005,ENSG00000142794.20,NBPF3,+,protein_coding
chr1,21509396,21578410,20509396,22578410,ENSG00000162551.15,ALPL,+,protein_coding
chr1,21547403,21554002,20547403,22554002,ENSG00000289715.1,ENSG00000289715,+,protein_coding
chr1,21596214,21669846,20596214,22669846,ENSG00000076864.22,RAP1GAP,-,protein_coding
chr1,21678297,21783606,20678297,22783606,ENSG00000090686.17,USP48,-,protein_coding
chr1,21812264,21825225,20812264,22825225,ENSG00000187942.12,LDLRAD2,+,protein_coding
chr1,21822243,21937310,20822243,22937310,ENSG00000142798.20,HSPG2,-,protein_coding
chr1,21977021,21998642,20977021,22998642,ENSG00000219073.8,CELA3B,+,protein_coding
chr1,22001656,22012542,21001656,23012542,ENSG00000142789.20,CELA3A,+,protein_coding
chr1,22025141,22092943,21025141,23092943,ENSG00000289694.1,ENSG00000289694,+,protein_coding
chr1,22052626,22101360,21052626,23101360,ENSG00000070831.19,CDC42,+,protein_coding
chr1,22117312,22143969,21117312,23143969,ENSG00000162552.16,WNT4,-,protein_coding
chr1,22428837,22531157,21428837,23531157,ENSG00000184677.19,ZBTB40,+,protein_coding
chr1,22563488,22603595,21563488,23603595,ENSG00000070886.12,EPHA8,+,protein_coding
chr1,22635056,22639681,21635056,23639681,ENSG00000173372.19,C1QA,+,protein_coding
chr1,22636505,22644067,21636505,23644067,ENSG00000289692.1,ENSG00000289692,+,protein_coding
chr1,22642557,22648110,21642557,23648110,ENSG00000159189.14,C1QC,+,protein_coding
chr1,22652712,22661637,21652712,23661637,ENSG00000173369.19,C1QB,+,protein_coding
chr1,22710838,22921500,21710838,23921500,ENSG00000133216.17,EPHB2,+,protein_coding
chr1,22953042,22972866,21953042,23972866,ENSG00000215906.9,LACTBL1,-,protein_coding
chr1,23010833,23019100,22010833,24019100,ENSG00000227868.7,TEX46,-,protein_coding
chr1,23019394,23083693,22019394,24083693,ENSG00000004487.19,KDM1A,+,protein_coding
chr1,23084029,23178152,22084029,24178152,ENSG00000169641.16,LUZP1,-,protein_coding
chr1,23094325,23094376,22094325,24094376,ENSG00000293565.1,ENSG00000293565,-,protein_coding
chr1,23190177,23217547,22190177,24217547,ENSG00000179546.6,HTR1D,-,protein_coding
chr1,23303770,23344358,22303770,24344358,ENSG00000125944.23,HNRNPR,-,protein_coding
chr1,23359447,23369836,22359447,24369836,ENSG00000125945.16,ZNF436,-,protein_coding
chr1,23370590,23425169,22370590,24425169,ENSG00000204219.12,TCEA3,-,protein_coding
chr1,23428560,23484637,22428560,24484637,ENSG00000088280.22,ASAP3,-,protein_coding
chr1,23506437,23531233,22506437,24531233,ENSG00000007968.8,E2F2,-,protein_coding
chr1,23557916,23559883,22557916,24559883,ENSG00000117318.10,ID3,-,protein_coding
chr1,23691684,23696835,22691684,24696835,ENSG00000142676.15,RPL11,+,protein_coding
chr1,23743447,23762059,22743447,24762059,ENSG00000011007.14,ELOA,+,protein_coding
chr1,23778392,23788232,22778392,24788232,ENSG00000057757.11,PITHD1,+,protein_coding
